"row"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	AgingCluster
RBM23	1517.93593950372	-0.681210325090939	0.0842213368655688	-8.08833426828956	6.04862177382322e-16	6.84714793949623e-15	0
POLQ	725.210375402366	-0.800009733501318	0.0989146287472626	-8.08788086892008	6.07117429209672e-16	6.86756419365673e-15	2
TRAPPC6B	565.045808306396	1.00158424740422	0.123839436080466	8.08776492452233	6.07695476810968e-16	6.86899206985662e-15	0
ROCK1P1	42.0279838339809	3.72381932840951	0.460525440189173	8.0860230585304	6.16445207453142e-16	6.96271655936859e-15	0
COASY	2200.12938260741	-0.69720612876504	0.0862532735888701	-8.08324252234533	6.30670277139912e-16	7.11809964614556e-15	0
RNASEH2A	839.390042373863	-0.970372215367574	0.120098212804574	-8.07982227800992	6.4861229650839e-16	7.315172658618e-15	0
NOTCH3	778.861167874159	-0.860407628587975	0.106534939113982	-8.07629530503059	6.67640864278984e-16	7.52419870988391e-15	0
RBMS2	1656.1999623484	0.689103584501461	0.0853301867827884	8.07573041244598	6.70739228703494e-16	7.55351740294757e-15	0
LZTS2	1162.6014144205	-0.844717755866294	0.104601167120316	-8.07560545567016	6.71426512070632e-16	7.55566044634331e-15	0
GNA13	2460.8311225705	0.750711216072012	0.0929619870251445	8.07546439243987	6.72203217505129e-16	7.55880585483023e-15	0
ASRGL1	306.720038472457	-1.13688496325923	0.14082618956069	-8.0729654534129	6.86110250551204e-16	7.70948569041386e-15	0
TATDN1	1192.75157194015	0.937076600667088	0.116143402846831	8.06827230559874	7.12998863438894e-16	8.00570289576182e-15	0
MEX3C	1034.91998814561	0.775932236254926	0.0961898277617089	8.06667663629821	7.22375423303905e-16	8.10499893763046e-15	0
DEPDC1B	574.568370185894	-0.94606796760345	0.117320138644698	-8.06398610274916	7.38461576150331e-16	8.27937414617513e-15	2
ZNF770	1240.56939898194	0.847943676335209	0.105166077606956	8.06290103833942	7.45048368100295e-16	8.34706731041177e-15	0
HMGB3	4012.25398292315	-0.666687295404537	0.0826905015408691	-8.0624410661608	7.47858029802765e-16	8.37237527768146e-15	0
IMPA2	746.72043718676	-0.874456432579718	0.108483073285262	-8.06076382331362	7.58191899669721e-16	8.48181858033758e-15	2
UBE2C	2275.01621111821	-0.733870823933646	0.0910687597387715	-8.05842559005675	7.72833426865611e-16	8.63925484458668e-15	2
RPS6KA4	1165.26489164658	-0.791575270657123	0.0982823805637322	-8.05409134492644	8.0071405944533e-16	8.944346690483e-15	0
KLF10	2457.79357229887	0.78835415502753	0.0979303615845771	8.05015055873833	8.26922478078957e-16	9.23032484158177e-15	0
EPN1	2629.08200704829	-0.668130720831074	0.0830348834614525	-8.04638596429466	8.52747705846546e-16	9.51160922376012e-15	0
FRMD8	793.932718633486	-0.795063941533492	0.0988261188600901	-8.04507908136186	8.61897473854304e-16	9.6066182514714e-15	0
LZTR1	917.301976443783	-0.800942573391103	0.0995708126554503	-8.04394934650824	8.69884886823867e-16	9.68854207647125e-15	0
ODC1	3736.55682280938	0.859493304124564	0.106856391132495	8.04344312039184	8.73487607614828e-16	9.72154619221686e-15	0
B4GALNT1	1085.04777179204	-0.844974047067518	0.105085433207302	-8.04082945921382	8.92323742686287e-16	9.92391942945107e-15	0
C11orf54	545.07852726017	0.908521721928842	0.112995647961084	8.04032490031598	8.96005809852941e-16	9.95758503449873e-15	0
PPP2R1A	5471.07071492472	-0.760263816380621	0.0945589895085753	-8.04010089714077	8.97645288666449e-16	9.96851813264867e-15	0
PREB	1703.63936778771	-0.808831651382572	0.100621223526749	-8.03838020482385	9.10337966686504e-16	1.01016306675479e-14	0
PRELID1	3176.26587861796	-0.759130162781151	0.0944391853414532	-8.03829639186794	9.10960708097627e-16	1.01016306675479e-14	0
PHKG2	481.295054338306	-0.994855419679038	0.123768533125439	-8.03803191777959	9.12928538742648e-16	1.01160733050324e-14	0
RAD50	3014.47885997272	0.706587152972614	0.0879122445308242	8.03741454610304	9.17538431678518e-16	1.01597500195255e-14	0
NFKB1	1441.75572783862	0.826639233044776	0.102855286335512	8.03691538370031	9.21282420549775e-16	1.01937821249041e-14	0
IRF2BPL	1294.53594161235	0.747555261993195	0.0930270294386271	8.03589307864959	9.28997303075645e-16	1.02716698172066e-14	0
ADAM19	1315.78960007116	0.698545059622823	0.0869569244486766	8.03323098248622	9.49386886232012e-16	1.04894831623439e-14	0
ABCB6	1168.1902157012	-0.794249482802253	0.0988761909837881	-8.03276779677405	9.5297928016567e-16	1.05215279566875e-14	0
ANKRA2	389.828946893648	1.00230435834795	0.124839492694403	8.02874424363061	9.84754035632835e-16	1.08644525426168e-14	0
USP3	1914.24280938935	0.687154571948998	0.0857336550807307	8.01499214400626	1.10144055789384e-15	1.21430027568238e-14	0
NOP9	446.424262058991	-0.946201712307696	0.118102635672827	-8.01169006023629	1.13142712945043e-15	1.24645555427789e-14	0
SERPINB8	390.125115129494	1.04423937498707	0.130393800288482	8.00835141453662	1.16256309237473e-15	1.27982959401687e-14	0
ENDOG	229.355446992954	-1.41480396608035	0.176673428957138	-8.00801781247809	1.16572023850159e-15	1.28237661258608e-14	0
PXDC1	507.720081693702	0.912584524707888	0.113973807039676	8.00696711298067	1.1757191506883e-15	1.29244094345005e-14	0
RPS3A	16355.0576083244	0.783622346453376	0.0978728423918503	8.00653508473794	1.17985498732008e-15	1.29605024365804e-14	0
TRMT2A	427.418672824372	-1.02182701227928	0.12770552745035	-8.001431360726	1.22981136824705e-15	1.34995106364331e-14	0
MID2	414.38831431988	0.968165738401844	0.121070161948407	7.99673282682499	1.27764056820262e-15	1.40144080507824e-14	0
PRKAB2	898.227012775818	0.917895476911457	0.114790661416829	7.99625566733504	1.28259915625874e-15	1.40586553515513e-14	0
PTPRF	10100.0220267558	0.648791843322112	0.0811380913756443	7.99614376333313	1.2837647915238e-15	1.40612940385708e-14	0
LINC00662	252.225587908083	1.16093920825363	0.145208730695866	7.99496836512656	1.2960714107493e-15	1.41858701638744e-14	0
CSNK2A2	889.608542699498	0.864871511204578	0.108326169962751	7.98395726076135	1.41715106968165e-15	1.54888193474982e-14	0
MED11	541.056936287769	-0.925841695387896	0.11596177532623	-7.98402484597422	1.41637494149256e-15	1.54888193474982e-14	0
NR4A2	162.164293775501	-1.51847622900146	0.190193922865925	-7.98383148168141	1.41859659409775e-15	1.54934798994743e-14	0
GPT2	817.722874215972	1.0604258474023	0.132839545731653	7.98275725471423	1.43100153529074e-15	1.56065396994441e-14	0
TYK2	1252.19971743045	-0.743941994274701	0.0931928121122091	-7.98282590055288	1.43020564218928e-15	1.56065396994441e-14	0
TMEM53	117.350963067747	-1.6246184954912	0.203543311830802	-7.98168449200474	1.44349618221321e-15	1.57315214754032e-14	0
IQGAP2	482.033301917768	-0.977075009629219	0.122452379572409	-7.97922435677493	1.47255699888387e-15	1.60367364283893e-14	0
CETN2	1393.78366807269	-0.748929006842104	0.0938915752712641	-7.97653042542271	1.5050408068208e-15	1.63787654875423e-14	0
POLR3K	422.826342144634	-1.22386576795868	0.153464061563429	-7.97493403661052	1.52462227203256e-15	1.65799945648862e-14	0
CDC42SE2	1767.74671494228	0.736404437779089	0.0923511683973628	7.97395907987363	1.53670438854024e-15	1.6699440185116e-14	0
ANAPC16	2138.7700706759	0.664980811111751	0.0834084478481412	7.97258345248743	1.55391235670424e-15	1.68743782564104e-14	0
POLR2J	960.318683421236	-0.873856563013137	0.109746759792731	-7.96248166837467	1.68622600078391e-15	1.82981398214973e-14	0
USP12	810.309159095614	0.902040575730658	0.113327632876936	7.95958190276679	1.72621575434595e-15	1.8718729039459e-14	0
FUBP1	2942.37954940135	-0.612114111066382	0.0769391086396568	-7.95582535187936	1.77941261569107e-15	1.92818317864229e-14	0
VEZT	3382.19697816868	0.663920108929228	0.0834517816135289	7.95573319217903	1.78073778577705e-15	1.92824476902909e-14	0
RGS3	670.992270158323	-0.901129741204111	0.113270249738055	-7.95557300604557	1.78304342552618e-15	1.92936720272416e-14	0
MRPL17	1716.24834052848	-0.741559579770525	0.0932160642849578	-7.95527665171109	1.78731675688863e-15	1.93261569381066e-14	0
CABLES2	325.401793104596	-1.04715852415793	0.131721882042895	-7.94976892158983	1.86859732384834e-15	2.01906788304665e-14	0
NR1H2	1595.08366778955	-0.672449720175447	0.0845935882355265	-7.94918071453837	1.8774900595719e-15	2.02723589315849e-14	0
PGAM5	1274.52753163198	-0.818091860466896	0.102963151920152	-7.94548190503461	1.93437291668074e-15	2.08717327553565e-14	0
LASP1	12166.6162546157	-0.577809011327293	0.072768646693625	-7.94035670004995	2.01600643945297e-15	2.17249306304104e-14	0
NRCAM	8312.90877302014	0.753686944665632	0.0949187440187291	7.94033836474824	2.01630448723996e-15	2.17249306304104e-14	0
RPL26	25121.2952473707	0.728010835153072	0.0917197947862831	7.93733606632478	2.06569796104798e-15	2.2241364094768e-14	0
PDGFD	529.582229664397	-0.892461709481992	0.112442086489201	-7.93707887631298	2.06998421809988e-15	2.2271741024609e-14	1
RPS6KB2	675.805869763926	-0.818772637915014	0.103193022820165	-7.93437982083242	2.11549756389196e-15	2.27453390833448e-14	0
ITPRIP	1421.43768822855	0.796781519741031	0.100436348225503	7.9331988251113	2.13572095774069e-15	2.29465482123899e-14	0
TNFSF15	167.727566759311	-1.73764620853452	0.219209147896573	-7.92688729101017	2.2470705883351e-15	2.41258574537137e-14	0
MAPRE3	522.628672239905	0.880689644292861	0.111120768708898	7.92551792545633	2.27197371868766e-15	2.43760172513822e-14	0
IGFBPL1	112.719154818453	-1.64733891040317	0.207870529591275	-7.92483144985606	2.28455996612122e-15	2.44937695098314e-14	0
MCAT	307.236459438726	-1.10505700600293	0.139452167126797	-7.92427273645847	2.29485440942525e-15	2.45868016818126e-14	0
CAPN10	394.364618858419	-1.01427972248424	0.128038792704321	-7.92165953037768	2.34361314117364e-15	2.5091514496664e-14	0
TRABD	725.927660326799	-0.817633108881429	0.103216708191852	-7.92151894014746	2.34626508077864e-15	2.51022294321447e-14	0
ST8SIA4	210.483227264774	-1.29584581791279	0.163615019436557	-7.92009084725415	2.37337108116299e-15	2.53743745055703e-14	0
RNF19B	695.569978234889	0.866027236580514	0.109349097988388	7.91983886938401	2.37818566453696e-15	2.54079807856328e-14	0
RAP2C	920.369363843486	0.82548704274368	0.104254953651951	7.91796469930362	2.41429882216835e-15	2.57756917088661e-14	0
NDUFS6	1318.96795874002	-0.947673775964367	0.119718921618931	-7.91582285531138	2.45623129050976e-15	2.62049714453473e-14	0
LRCH4	382.737358684556	-1.00340613035806	0.126761039763905	-7.9157297244242	2.4580707624523e-15	2.62062060319511e-14	0
HOMER2	368.325003275933	1.03133771143591	0.130313304617772	7.91429328310701	2.4866150130952e-15	2.64919467723099e-14	0
PSMB5	3355.90246546249	-0.697116733017257	0.088124972737162	-7.9105469353897	2.56260537383879e-15	2.7264834851368e-14	0
CTDP1	554.728215183861	-0.859226518652766	0.108617934401022	-7.91054003550152	2.56274741844405e-15	2.7264834851368e-14	0
PLXNA3	560.413800571636	1.20847680384718	0.15277179939018	7.91033953040458	2.56687850621105e-15	2.72896880628858e-14	0
ALKBH5	2124.2506746659	-0.724103815148957	0.0915829835282797	-7.90653227545664	2.64657706000841e-15	2.81173382552815e-14	0
NFIC	1273.89284554789	-0.757813387018421	0.0958499841300145	-7.90624426176738	2.65270433589069e-15	2.81627542028953e-14	0
SCAMP3	1763.3628165772	-0.691251897906486	0.0874357966828999	-7.90582260505297	2.66169997038835e-15	2.82385377877279e-14	0
TRA2B	3313.58421419204	-0.604560988526726	0.0764797258444619	-7.90485297706521	2.68250015489252e-15	2.84393653102029e-14	0
CENPW	350.609428839703	-1.1432011278382	0.144632621213223	-7.90417208959276	2.69720193834815e-15	2.8575303880632e-14	0
VWA1	387.258488558198	-1.05480778590142	0.133467797465945	-7.90308827993177	2.7207674742149e-15	2.88048940880843e-14	0
NUDT16L1	292.144708509477	-1.22541714696906	0.15522839363425	-7.89428479081214	2.91984750629238e-15	3.08910519402666e-14	0
JUN	2730.96764938719	1.80941215379205	0.22933411264024	7.88985176675614	3.02545679691333e-15	3.19861054822485e-14	0
UNC45A	2144.77332794338	-0.675523620301529	0.0856696103169435	-7.88521878181026	3.13984921412103e-15	3.31724305783753e-14	0
ZMYM2	1501.30350948689	0.723911300162076	0.0918234200917187	7.88373270608947	3.17743593023589e-15	3.35462211440112e-14	0
POLR1D	2259.44865907227	0.698267006409393	0.0885886901329415	7.88212361376527	3.21863368245942e-15	3.39575904749692e-14	0
PPP2R2A	1291.20746669204	0.77878070329973	0.0988048033087902	7.88201258663349	3.22149563937929e-15	3.39642151216944e-14	0
RAB26	127.777413272973	-1.50832835134252	0.191378789444961	-7.8813768010394	3.23793266680208e-15	3.41138533148939e-14	0
PPIL3	461.207494410407	0.956980479602342	0.121434535875009	7.88062862600593	3.25738109502983e-15	3.42949894651929e-14	0
CSNK1G3	1085.49873926709	0.852735618916838	0.108262377555246	7.87656467715841	3.36504771418588e-15	3.54040279576249e-14	0
TAB2	1704.02341268684	0.700375260884239	0.0889563176292559	7.87324924805452	3.45547266286321e-15	3.63302564962029e-14	0
LTA4H	4392.50031537924	0.581346008106249	0.0738947192138305	7.86721993521618	3.62608844323641e-15	3.80977350397534e-14	0
AGFG2	586.215229877671	-0.950636518187201	0.120860170310276	-7.86558976167826	3.6736257894261e-15	3.85705337545891e-14	0
WNK2	208.476258799398	-1.37365789612186	0.17465492300702	-7.86498240342555	3.69149335227637e-15	3.8731382632614e-14	0
SAFB	1778.28779543085	-0.77953768288281	0.099167553264866	-7.86081391764046	3.81645391474646e-15	4.0014861286821e-14	0
IL10RB	869.497035213826	0.807208049765025	0.102690301150807	7.8606065102447	3.82277905553254e-15	4.00535561552455e-14	0
ALG1	730.10181122886	-0.805786004003583	0.102511786549049	-7.86042299260915	3.82838425441697e-15	4.00846596555793e-14	0
RNF126	486.611515658065	-0.892241038073805	0.113513633028803	-7.86021039294381	3.83488782609019e-15	4.0125120178974e-14	0
NDUFA8	980.588965391506	-0.955870849382318	0.121616503311104	-7.8597133066483	3.85013652058888e-15	4.02569639081931e-14	0
LPP	2244.21257233306	0.925508276912975	0.117782176021321	7.85779570539978	3.90952250310416e-15	4.08498079826066e-14	0
HR	931.159742815599	-0.768981016029375	0.0978697267756818	-7.85718977015115	3.92847447076177e-15	4.10196410569994e-14	0
MEN1	1183.40710278218	-0.798618311922655	0.101644583780348	-7.85696868658005	3.93541184718744e-15	4.1063875300474e-14	0
FGFR3	84.569404717419	-2.02065010878734	0.257243755712246	-7.85500158475235	3.99767095978086e-15	4.16563342025692e-14	0
AMBP	247.376555585775	-1.31922985240525	0.167947265536747	-7.85502430295065	3.99694641964358e-15	4.16563342025692e-14	0
ITSN2	1209.1101413179	0.77710854126803	0.0989469551101238	7.85378933998667	4.03652058919747e-15	4.20323441901158e-14	0
BAX	2348.89103073559	-0.801298822507645	0.102035693179575	-7.85312274105315	4.05804168302681e-15	4.22275206756034e-14	0
PPP1R10	1703.61906904583	-0.705302303381346	0.0898760665938453	-7.84749856231075	4.24417277449798e-15	4.41341714710621e-14	0
TRMT61A	532.846599791981	-1.01603622755354	0.129478084744365	-7.84716756939636	4.25538504641222e-15	4.42205187017122e-14	0
HSPA2	2370.97219435154	-0.739965615702672	0.0943649076641222	-7.84153382883041	4.45075984728558e-15	4.62191953266958e-14	0
PCBD1	2969.42000555012	-0.643381611478234	0.0820800303698357	-7.83846702516177	4.56079955271526e-15	4.73295806142867e-14	0
ATF6B	1354.89780439981	-0.687282951796751	0.0876898067185865	-7.83766069872152	4.590173188258e-15	4.76019119925555e-14	0
MRPS18A	588.709967359328	-0.898312993273805	0.114636424210094	-7.83619167697926	4.64416763135989e-15	4.81290255620752e-14	0
P4HA3	2302.62558025296	0.672859300772525	0.0858730775233073	7.8355093374859	4.66945946781777e-15	4.83581691343553e-14	0
NEURL4	1016.38672606066	-0.78565902153396	0.100277704522005	-7.83483253110921	4.69468014953849e-15	4.85862643386206e-14	0
GK	176.290705062458	1.37444424925574	0.175429448903472	7.83474073393464	4.69811121387427e-15	4.85886971323337e-14	0
EI24	2197.07766635742	-0.682239053268691	0.0870797953718193	-7.83464235711188	4.70179094327144e-15	4.85936966081276e-14	0
C7orf50	1200.7500016753	-0.788470156846839	0.100648617576609	-7.83388958369641	4.73004208338452e-15	4.88524658924558e-14	0
SH3BP2	347.249595378159	1.32832349330525	0.169588118229134	7.8326448054015	4.77712493764316e-15	4.93052480834956e-14	0
SLC22A18AS	88.7261153282457	-1.84458870708993	0.235518192533545	-7.83204340712323	4.80003740024436e-15	4.95081198072693e-14	0
FAM228B	176.427707705377	1.37476491008836	0.175600994439014	7.82891301088737	4.92105969325478e-15	5.07219461129169e-14	0
TTPAL	912.22323217882	0.832668699400294	0.106360985175625	7.8287042755892	4.9292354593131e-15	5.07717931490089e-14	0
TRIM36	70.8564960729492	2.13791021001972	0.273166458031651	7.82640088913116	5.02034741788942e-15	5.1675248337287e-14	0
DDX50	1337.04302276628	0.700290429541542	0.0894957722336871	7.82484370002392	5.08288022429873e-15	5.22835101826885e-14	0
COQ9	1224.91638461952	-0.732647641936162	0.0936369630983304	-7.824342200919	5.10318192775665e-15	5.24568457387994e-14	0
H2AFV	2843.59661300227	-0.608012369813602	0.0777357878834379	-7.82152450458592	5.21874095796297e-15	5.36084586377777e-14	0
BAIAP2L1	3426.66767355974	0.618834826814057	0.0791905516108326	7.81450329901989	5.51801892088585e-15	5.66444575653123e-14	0
PKP3	880.071188709585	-0.861441005715798	0.110248812093899	-7.81360805032628	5.55737302531546e-15	5.70099474385094e-14	0
ARRB1	335.517720496785	-1.25080444499534	0.160089841856492	-7.81314061211076	5.57803072819783e-15	5.71832779236626e-14	0
SCO2	252.138599278158	-1.18611188720284	0.151844477271271	-7.81136007392512	5.65741346557794e-15	5.79579898363757e-14	0
FAM149B1	450.897152982547	0.91744890930909	0.11745578027126	7.81101540673668	5.67290792313832e-15	5.80775886568834e-14	0
EFHD2	2831.37493744903	-0.805627677944827	0.103146087158314	-7.81055006680288	5.69389349197315e-15	5.82532050864521e-14	0
HOXB6	263.54606552005	-1.11992138699804	0.143405542179103	-7.80947074973813	5.74286238005843e-15	5.87146851136707e-14	1
PEA15	2958.46995999765	0.688133017644102	0.08814450743102	7.80687348196505	5.86240656340838e-15	5.98966175964366e-14	0
PSMD1	3659.11772525484	-0.724584522672913	0.092906850656814	-7.7990429936048	6.23784116247843e-15	6.36896569463798e-14	0
NDUFB11	1821.69232304638	-0.813056278282956	0.104272988571172	-7.79738155992339	6.3204912148515e-15	6.44902200935486e-14	0
XAB2	730.356264842532	-0.775665492896446	0.0995054610261055	-7.79520525705567	6.43038660220235e-15	6.55675167761786e-14	0
SLC5A6	1455.31329485945	-0.858264118325871	0.110116218283931	-7.79416630630071	6.48351097530545e-15	6.60648909903276e-14	0
CALCOCO2	3157.47773583752	0.64457750228444	0.0827021078781484	7.79396703206341	6.49374967054246e-15	6.61249003625298e-14	1
MAP4K5	1323.16561555237	0.683224454406505	0.0876726774988788	7.79290052382902	6.54881789315293e-15	6.66410163518099e-14	0
ZMIZ1-AS1	61.3567397946718	2.54538336519415	0.326700367248535	7.79118611537332	6.63830467321043e-15	6.750645213834e-14	0
PCDHGC3	91.8830761803314	-2.11226971105754	0.271157105625159	-7.78983720964145	6.70955841119587e-15	6.81854388538843e-14	0
RNF14	1281.89771195869	0.720640507853189	0.0925163489775607	7.78933146213947	6.73646727853404e-15	6.84131676924202e-14	0
LDLR	2269.90959465745	-0.670186111985219	0.0860537274906378	-7.78799630798249	6.80801707599012e-15	6.90936472672081e-14	0
COA3	1060.7764028094	-0.841035297752009	0.10801579743583	-7.78622495706381	6.90409785868953e-15	7.00220145067758e-14	0
STK24	2307.73047445765	0.679595751855466	0.0873353975935279	7.78144681974664	7.16997702547365e-15	7.26701071455172e-14	0
CEP290	814.154641943535	0.984144790779146	0.126497079336412	7.77998034375062	7.25358180567233e-15	7.3468490467446e-14	0
RRAGD	206.901830213535	1.31880322904199	0.169556244347785	7.77796909877841	7.36980647648975e-15	7.45959839294765e-14	0
TSPAN31	747.819826624725	1.04306884334791	0.134161398704329	7.77473143110766	7.56076428616691e-15	7.64779104741155e-14	0
POLR3H	724.048456720474	-0.812459708574633	0.104505430967478	-7.77433001379107	7.58477662367635e-15	7.66697865756326e-14	0
CLEC11A	110.1682023676	-1.66418591954232	0.214153426485238	-7.77099832982143	7.78699258270693e-15	7.86615602889658e-14	0
FOXO1	238.763893835946	1.24558774658995	0.160324634956977	7.76916003535075	7.9008294430985e-15	7.97585059916511e-14	0
IGFBP2	1060.23877286225	-0.795305603815062	0.102409771242512	-7.76591524583853	8.1057743211932e-15	8.17731167917055e-14	0
PRR5	264.15675189804	-1.17104529176183	0.150799232208985	-7.76559187077911	8.1264835343592e-15	8.19276718652937e-14	0
BCAR1	1235.99620593079	-0.800514451718335	0.103105749688916	-7.76401368627452	8.22830136469346e-15	8.28991820062523e-14	0
LACC1	218.745298585017	1.27055633295081	0.163760372116752	7.75863120318862	8.58508991546573e-15	8.64365046257122e-14	0
CCDC124	898.218507880672	-0.824177579436833	0.106266606059809	-7.75575328878922	8.7820607278806e-15	8.83611312018324e-14	0
MED24	1539.55760342493	-0.680846444895334	0.0878154711388964	-7.75314914405515	8.96412307973861e-15	9.01333089823188e-14	0
DNAJC9	1626.2582252407	-0.77476214682386	0.0999455367794212	-7.7518433717931	9.05680605150687e-15	9.10050379385717e-14	0
EIF3H	5556.15745771248	0.587717375239663	0.0758439180488965	7.749037633588	9.25915771730226e-15	9.29768657702419e-14	0
CENPI	497.369186923155	-0.882518592445436	0.113908754811714	-7.74759230670375	9.36512530341619e-15	9.397887787976e-14	0
GUCD1	1149.40446095461	-0.733672759972887	0.0947057024592886	-7.74686994469285	9.41853340248175e-15	9.44524823996901e-14	0
LMF2	1006.06327024378	-0.871570259179683	0.112512230801234	-7.74644901245818	9.44979328348788e-15	9.470349854243e-14	0
UPK3B	46.8324715873758	-2.65145682509156	0.342369144682106	-7.7444386162587	9.60050620614507e-15	9.61505242766953e-14	0
ANKRD27	2217.66721369806	0.624011901178528	0.0805764704355553	7.74434394812082	9.60766118966596e-15	9.61588367784671e-14	0
RAB3IP	679.290848958988	0.813588300989104	0.105058156963934	7.74417070031413	9.62076878768305e-15	9.62266762362799e-14	0
AARS	9235.63170954729	0.803960011456768	0.103886586924704	7.73882399312506	1.00340571420373e-14	1.00294392327675e-13	0
AMDHD2	318.860574083478	-1.12496547771322	0.145423199960877	-7.73580472727785	1.02751071350704e-14	1.02568912524278e-13	0
ECH1	6973.63807672389	-0.595435005859195	0.076970617034656	-7.73587414001242	1.02695019378102e-14	1.02568912524278e-13	0
RHOB	2911.8419402011	0.612136822738918	0.0791796325488284	7.73098842510321	1.0671472738572e-14	1.06455643073826e-13	0
KEAP1	1497.35346165042	-0.708423039799613	0.0917744668959787	-7.71917357583315	1.17086366084084e-14	1.16649018582984e-13	0
DNAJB1	3292.86877918233	-0.698798592530093	0.0905270872197197	-7.71922099773329	1.17042816696714e-14	1.16649018582984e-13	1
SEPSECS	295.710710226848	1.2250868267364	0.158732960063948	7.71791079964018	1.18251906226562e-14	1.17733053723799e-13	0
PREX1	456.141133373432	-0.964717094874186	0.125044126007827	-7.71501329709644	1.20969620639671e-14	1.20360022420479e-13	0
CBX8	474.649269177524	-0.946402386750521	0.122685468545483	-7.71405446766228	1.21882417891282e-14	1.21188907730619e-13	0
ARMC6	453.026098663334	-0.941646610432304	0.122071076826188	-7.71392073302566	1.22010269471741e-14	1.21236740312345e-13	0
ALDH3B1	6261.11083240987	-0.601794926713085	0.0781319939238126	-7.70228553619024	1.33653816026056e-14	1.3264097568225e-13	0
AADAC	645.024033972782	0.884529810406138	0.114840027450943	7.70227794297581	1.33661760669084e-14	1.3264097568225e-13	0
HNRNPF	6667.97510554147	-0.589652774094032	0.0765794771741002	-7.69987986146055	1.36194217085814e-14	1.34977880205713e-13	0
PSKH1	658.589058318053	-0.7984251192202	0.103692743900756	-7.69991312009617	1.36158774066198e-14	1.34977880205713e-13	0
PGD	33838.8897203677	-0.587917230817382	0.0763607230871545	-7.69920984308073	1.36910178034828e-14	1.35599051248435e-13	0
E4F1	539.344041421441	-0.96916494321596	0.125942879202449	-7.69527383646727	1.41191462805278e-14	1.39748294858636e-13	0
XIAP	1455.12953120836	0.819941410679035	0.106597166348661	7.69196254239205	1.44895043442872e-14	1.43320712131553e-13	0
HPS4	962.822287942522	0.739552814958043	0.0961489556948654	7.69174048343343	1.4514680137862e-14	1.43476386304237e-13	0
CORO1B	1778.48765049693	-0.637962641973061	0.0829620088044687	-7.68981671449953	1.47345954501364e-14	1.45555591051608e-13	0
ZNF280C	370.257222048054	1.02906741015826	0.133826350492655	7.68957239265629	1.47627586210957e-14	1.45739103452284e-13	0
FAM171A2	163.373432909097	-1.41102814380239	0.183601942435081	-7.68525716606353	1.52689966435333e-14	1.50638907184709e-13	0
APH1B	871.898878553055	0.858765059748634	0.111857635592639	7.67730388005041	1.62471709186068e-14	1.60185304458871e-13	0
MFSD12	1243.79346982195	-0.743427684262132	0.0968355913811982	-7.67721530543032	1.62584046132988e-14	1.60192174553455e-13	0
RHBDD2	1057.6357056249	-0.691817795608466	0.0901294590162495	-7.67582323426282	1.64359645735693e-14	1.61836767753869e-13	0
PTRH2	988.20958753787	-0.764160759210554	0.099571274993674	-7.67451013617233	1.66051993024072e-14	1.63397310676049e-13	0
JRK	581.786486675519	-0.827733116558662	0.107867396388415	-7.67361727706963	1.67212507478852e-14	1.64432842897865e-13	0
EPHX1	3777.25373552254	-0.893086077309832	0.116474368805444	-7.66766187676551	1.75159892848938e-14	1.7213677123351e-13	0
SLC12A7	1130.11800630275	-0.715633156862867	0.0933445389663569	-7.66657765721886	1.76646230797702e-14	1.73485313101904e-13	0
MTHFD1	4589.42844098974	-0.693721537062115	0.0904990366187805	-7.66551294887655	1.78117894005912e-14	1.74817710947185e-13	0
SDF4	2306.98231048154	-0.70514108162315	0.0920021608344442	-7.66439695793706	1.79673388316123e-14	1.76230614359356e-13	0
CENPF	5023.36606535527	-0.666575219724089	0.0870458432295424	-7.6577490089482	1.892202248571e-14	1.85474859993713e-13	2
RRP1	561.88005528836	-0.929000390888105	0.121354661724206	-7.65525096184088	1.9293509266756e-14	1.88994343674286e-13	0
LURAP1L	549.897965074341	0.899457487339992	0.117521570747415	7.65355229358844	1.95502083175483e-14	1.91385587283765e-13	0
LDLRAP1	395.463091251372	-0.944312427226115	0.123401897359982	-7.65233312800219	1.97365140820589e-14	1.92960915491667e-13	0
IGF2R	4515.4206226526	0.696839433257698	0.0910618332829899	7.6523765021527	1.97298560342945e-14	1.92960915491667e-13	0
COL1A1	581.000809709771	-0.855801867189254	0.11195256727009	-7.64432552158094	2.10043412417398e-14	2.05224292993683e-13	0
YIPF4	1114.20725336181	0.840034480102464	0.109920566692984	7.6421956816211	2.13548292258382e-14	2.08514751907783e-13	0
MPDU1	1630.43208023209	-0.721880431584162	0.0945878629143571	-7.63185052862201	2.3140764995471e-14	2.25808119528977e-13	2
TRIP13	1431.06221833882	-0.682015075908451	0.0893870732961598	-7.62990721990393	2.34922720904191e-14	2.29091092104324e-13	2
NUP188	1783.13579445246	-0.722263340991398	0.0946790556339303	-7.62854399165088	2.37419828789471e-14	2.31377798531175e-13	0
WWC3	2493.66385356599	0.649858300902417	0.0852393707167449	7.62392185017334	2.46082382601424e-14	2.39666269230586e-13	0
RABEP2	266.707694618479	-1.18804133841134	0.155918647170554	-7.61962318151583	2.5441732021568e-14	2.47625257313635e-13	0
NFIB	887.940120392006	0.798593013317534	0.104809912754297	7.61944163802191	2.54775370388376e-14	2.47815096354093e-13	0
