sample	Capillary Aerocyte	Capillary	IGSF21+ Dendritic	Myeloid Dendritic Type 1	Plasmacytoid Dendritic	Myeloid Dendritic Type 2	B	EREG+ Dendritic	Macrophage	CD8+ Naive T	CD4+ Naive T	CD4+ Memory/Effector T	Vein	Artery	Pericyte	Vascular Smooth Muscle	Club	Mucous	Alveolar Epithelial Type 2	Basal	Lymphatic	Proliferating Macrophage	CD8+ Memory/Effector T	Proliferating NK/T	Natural Killer T	Natural Killer	Basophil/Mast 1	Classical Monocyte	Nonclassical Monocyte	Airway Smooth Muscle	Ciliated	Alveolar Fibroblast	Myofibroblast	Adventitial Fibroblast	Alveolar Epithelial Type 1	Platelet/Megakaryocyte	TREM2+ Dendritic	Differentiating Basal	Proliferating Basal	Plasma	Bronchial Vessel 2	Bronchial Vessel 1
GTEX.13FTZ.0526.SM.5IJCW	0.14430165	0.131681558	0	0	0	0	0	0	0	0	0	0	0	0	0.213526791	0.030118778	0	0	0	0	0.008030068	0	0	0	0	0	0	0	0	0	0	0.438216015	0	0.001646341	0.021935972	0.009787175	0	0	0	0.000316728	0.000438925	0
GTEX.13G51.0426.SM.5K7Z5	0.099715537	0.280751783	0.020442917	0	0	0	0	0	0	0	0	0	0	0	0.090100339	0.049849969	0	0	0.001834564	0	0.003043869	0.000616099	0	0	0	0	0	0	0	0	0	0.308914697	0	0.001647049	0.125058009	0.013911195	0.003831785	0	0	0.000282189	0	0
GTEX.13JUV.0526.SM.5K7XE	0.03138608	0.292360944	0	0	0	0	0	0	0	0	0	0	0	0	0.092205642	0.092032578	0	0	0.002827629	0	0.004462041	0.001557476	0	0	0	0	0	0	0	0	0.000460344	0.4406563	0	0.007723741	0.016493418	0.010703195	0.00711435	0	0	1.63E-05	0	0
GTEX.13JVG.1426.SM.5MR4W	0.01450652	0.246969119	0	0	0	0	0	0	0	0	0	0	0.001339168	0.008067482	0.316598083	0.028271719	0	0	0	0	0.021999481	0	0	0	0	0	0	0	0	0	0.001021305	0.301974312	0	0.031378964	0.009236299	0.01617348	0	0	0.001564604	0.00059619	0.000303274	0
GTEX.13N11.0326.SM.5LUA3	0.000390078	0.341774701	0.015565362	0	0	0	0	0	0	0	0	0	0	0.002181479	0.323376045	0	0	0	0.016882474	0	0.001156785	0.004128467	0	0.000871131	0	0	0	0	0	0	0.005093955	0.242698907	0	0.005882314	0.01704161	0.015435233	0.003710067	0.000155409	0.001307416	0.002348566	0	0
GTEX.13N1W.0726.SM.5MR57	0.075932043	0.185980282	0.009732443	0	0	0	0	0	0	0	0	0	0.001506121	0	0.235149653	0.018856728	0	0	0.06753176	0	0.005453315	0.005470281	0	0	0	0	0	0	0	0	0	0.107233231	0	0.12725153	0.142575137	0.011037358	0.004386095	0	0	0.001533097	0.000370927	0
GTEX.13N2G.0826.SM.5IJE6	0.083694065	0.202482331	0.005698949	0	0	0	0	0	0	0	0	0	0	0	0.221069873	0.052488002	0	0	0.110334397	0	0.001978836	0.011412472	0	0	0	0	0	0	0	0	0.030614669	0.134826694	0	0.012979109	0.107552519	0.016799025	0.007168925	0	0	0.000900135	0	0
GTEX.13NYB.0626.SM.5MR47	0.069485426	0.286402819	0.007229134	0	0	0	0	0	0	0	0	0	0	0.001738254	0.12585767	0.124684732	0	0	0.005361661	0	0.004885653	0.001549467	0	0.000286915	0	0	0	0.000145597	0.000161576	0	2.95E-05	0.243667424	0	0.032612305	0.068303604	0.021565873	0.004916464	0	2.55E-05	0.001090403	0	0
GTEX.13NYS.1626.SM.5J2MU	0	0.063826189	0.03961351	0	0	0	0	0	0	0	0	0	0	0.083877244	0.198655875	0.055566318	0	0.000606205	0.002184146	0	0.001539253	0	0	0	0	0	0	0	0	0	0.016777348	0.432049	0.013494126	0.065461506	0	0.008576868	0.006932308	0.006397869	0.004188348	0.000253887	0	0
GTEX.13NZ8.0326.SM.5L3DF	0	0.062361401	0.009719138	0	0	0	0	0	0	0	0	0	0	0.120021541	0.20541379	0.153644568	0	0	0	0	0.010044257	0	0	0	0	0	0	0	0	0	0.036297559	0.238680804	0.047417988	0.000667717	0.100968316	0.00578044	0	0	0.008982482	0	0	0
GTEX.13NZ9.0926.SM.5KM12	0.094933076	0.242294733	0	0	0	0	0	0	0	0	0	0	0	0.001492402	0.314150207	0.010541403	0	0	0	0	0.004930746	0.001406231	0	0.001909715	0	0	0	0	0	0	0.001350271	0.242771828	0	0	0.062644619	0.020838837	0	0	0	0.000735932	0	0
GTEX.13NZA.1426.SM.5KM4Y	0.14580742	0.431115281	0	0	0	0	0	0	0	0	0	0	0	0	0.210187335	0.074068652	0	0	0.000404741	0	0.015912173	0.006365846	0	0.000454398	0	0	0	0	0	0	0.002933563	0.038294207	0	0.00620727	0.02687791	0.041359964	8.42E-07	0	0	1.04E-05	0	0
GTEX.13O21.3026.SM.5J2NI	0.032380283	0.14948464	0.039993411	0	0	0	0	0	0	0	0	0	0	0	0.313921494	0.032115889	0	0	0.062858764	0	0.003014658	0.010351715	0	0	0	0	0	0	0	0	0.003774526	0.216431291	0	0	0.125161877	0.010369293	5.48E-05	0	0	8.74E-05	0	0
GTEX.13O3O.0726.SM.5J1N7	0.046208179	0.318552455	0.001853024	0	0	0	0	0	0	0	0	0	0	0	0.169551205	0.007453279	0	0.000627955	0	0	0.000410816	0.003314605	0	0	0	0	0	0	0	0	0.012659789	0.278908309	0	0.025176621	0.037346452	0.029787955	0.001186923	0	0	0.000517143	0.066445289	0
GTEX.13O3P.1026.SM.5N9E7	0.039824842	0.260743021	0	0	0	0	0	0	0	0	0	0	0.007340116	0.016924665	0.205934584	0.041460072	0	0	0	0	0.008180179	0	0	0.002354957	0	0	0	0	0	0	0.010176401	0.344354505	0	0.009119785	0.017762259	0.032195053	0	0	0.003294389	0.000235175	1.00E-04	0
GTEX.13O3Q.0526.SM.5KM18	0.096472184	0.217227243	0	0	0	0	0	0	0	0	0	0	0	0	0.182028305	0.096377229	0	0	0	0	0.002995456	0	0	0	0	0	0	0	0	0	0	0.350282194	0	0.007210974	0.033115963	0.014158119	0	0	0	0.000132334	0	0
GTEX.13O61.0726.SM.5J2MD	0	0.225802147	0	0	0	0	0	0	0	0	0	0	0	0.000190024	0.263708127	0.052824927	0	0	0.033646593	0	0.000684855	0.002000885	0	0.001309754	0	0	0	0	0	0	0.014952623	0.232224179	0	0	0.144344436	0.027018923	0	0	0.001003559	0.000288968	0	0
GTEX.13OVG.0326.SM.5KM57	0.047624858	0.176511269	0	0	0	0	0	0	0	0	0	0	0	0	0.272328778	0.106913711	0	0	0.052216523	0	0.009606879	0.006057607	0	0	0	9.31E-05	0	0	0	0	0.005765538	0.182487255	0	0	0.104032801	0.03586093	0	0	0.000202242	0.000298523	0	0
GTEX.13OVH.1026.SM.5J2NP	0.000640779	0.267997578	0	0	0	0	0	0	6.34E-05	0	0	0	0	0.002466873	0.238089486	0.055619726	0	0	0.025408419	0	0.006598832	0.006277251	0	0.00030102	0	0	0	0	0	0	0	0.207811926	0	0.06328006	0.060802225	0.027712047	0.012408691	0	0.000246935	0.000540733	0.023734034	0
GTEX.13OVJ.0726.SM.5KM1W	0	0.150045891	0	0	0	0	0	0	0	0	0	0	0.000315014	0.001432714	0.309122877	0.097746245	0	0	0	0	0.0325042	0.004264284	0	0.013710912	0	0	0	0	0	0	0.0083926	0.216133159	0	0.017843859	0.039953224	0.040760695	0	0	0.008863488	0.000843236	0.058067604	0
GTEX.13OVL.0626.SM.5KM13	0.09673194	0.104065444	0.008637382	0	0	0	0	0	0	0	0	0	0	0	0.14718354	0.075605858	0	0	0	0	0.002877515	0	0	0	0	0	0	0	0	0	0	0.537534658	0	0.000933991	0.011077236	0.015254761	0	0	0	9.77E-05	0	0
GTEX.13OW5.0726.SM.5KLZK	0.003020544	0.209898137	0	0	0	0	0	0	0	0	0	0	0	0	0.343823349	0.049928745	0	0	0.000882457	0	0.002030985	0.004754595	0	0	0	0	0	0	0	0	0	0.280668732	0	0.01808914	0.04714834	0.038351606	0.001183222	0	0	0.000220148	0	0
GTEX.13OW6.0826.SM.5L3GA	0.074237969	0.23573503	0.001570599	0	0	0	0	0	0	0	0	0	0	0	0.174286806	0.000788445	0	0	0.035604553	0	0.002504845	0.010793029	0	0	0	0	0	0	0	0	0	0.223615242	0	0.023398288	0.182132914	0.00673435	0.001498341	0	0	1.79E-06	0.027097798	0
GTEX.13OW7.0926.SM.5L3EX	0.145302774	0.142167979	0.024431235	0	0	0	0	0	0	0	0	0	0	0	0.025617105	0.156269202	0	0	0	0	0.002807663	0	0	0	0	0	0	0	0	0	0	0.371378949	0	0.03752482	0.014139156	0.011720612	0	0	0	0	0.068640506	0
GTEX.13OW8.1726.SM.5L3GO	0.057746625	0.191069309	0.100372972	0	0	0	0	0	0	0	0	0	0	0	0.164195373	0.000216506	0	0	0.054231146	0	0	0.000386923	0	0	0	0	0	0	0	0	0	0.366677222	0	0.000174188	0.023927612	0.003117264	0.037396045	0	0	0.000488814	0	0
GTEX.13PL7.1726.SM.5J2NX	0.010173494	0.174473534	0.022992904	0	0	0	0	0	0	0	0	0	0	0	0.223163183	0.071631194	0	0	0.05421409	0	0.00183642	0.003201769	0	0	0	0	0	0	0	0	0.019302746	0.318096686	0	0.00314869	0.08459688	0.006257031	0.006363094	0	0	0.000548286	0	0
GTEX.13PVQ.0926.SM.5IJFD	0.010757613	0.203289621	0	0	0	0	0	0	0	0	0	0	0	0.000727191	0.230759332	0.110582725	0	0	4.92E-05	0	0.004638602	0.011155733	0	0.00019876	0	0	0	0	0	0	0	0.323708538	0	0.032598476	0.034035331	0.031784898	0.005688252	0	0	2.58E-05	0	0
GTEX.13QBU.0726.SM.5J2OA	0.021334496	0.156808222	0.006785139	0	0	0	0	0	0	0	0	0	0	0.004244183	0.265774053	0.082455409	0	0	0.037831799	0	0.003888782	0.002338393	0	0	0	0	0	0	0	0	0	0.218700054	0	0.03612455	0.135087012	0.020812104	0.000224911	0	0.007084371	0	0.000506523	0
GTEX.13QJ3.1026.SM.5QGQU	0.049481981	0.236081912	0	0	0	0	0	0	0	0	0	0	0	0	0.144612898	0.096309454	0	0	0	0	0.002363397	0	0	0	0	0	0	0	0	0	0.003799308	0.378789539	0	0.003799432	0.077936305	0.006810007	0	0	0	1.58E-05	0	0
GTEX.13QJC.0526.SM.5RQKB	0.027561061	0.328250085	0.025829104	0	0	0	0	0	0	0	0	0	0	0	0.218358314	0	0	0	0.01902244	0	0.000300896	0.003174555	0	0	0	0	0	0	0	0	0.000436628	0.287937493	0	0.004775229	0.058215486	0.017640502	0.007043819	0	0	0.001454389	0	0
GTEX.13RTJ.1126.SM.5S2UJ	0.013336757	0.053362935	0	0	0	0	0	0	0	0	0	0	0	0.03281185	0.067143519	0.185936053	0	1.99E-05	0.00794861	0	0.014688647	0.000305598	0	0.000847654	0	0	0	0	0	0	0.008592626	0.434346913	0	0.118452634	0	0.019846474	0.04218289	0	0.000176892	0	0	0
GTEX.13S7M.2126.SM.5S2QR	0.026517008	0.405036255	0.006590915	0	0	0	0	0	0	0	0	0	0	0	0.176038244	0.001286824	0	0	0.025778481	0	0.000148342	0.004467126	0	0	0	0	0	0	0	0	0	0.287687991	0	0.000438764	0.049918058	0.015012245	0.000510032	0	0	0.000569715	0	0
GTEX.13S86.0626.SM.5Q5E7	0.006919324	0.244069131	0	0	0	0	0	0	0	0	0	0	0	0	0.235375083	0	0	0	0.050314204	0	0.000411717	0.006523383	0	0	0	0	0	0	0	0	0	0.304472119	0	0	0.117266177	0.033864841	0	0	0	0.000784021	0	0
GTEX.13SLW.1226.SM.5S2Q7	0.01354555	0.289820023	0	0	0	0	0	0	0	0	0	0	0.000429342	0	0.238662602	0.194126702	0	0	0	0	0.0282997	0	0	0.002452459	0	0	0	0	0	0	0.007023639	0.168031571	0	0.03225129	0.008642911	0.014992728	0	0	0.001542129	0.000179355	0	0
GTEX.13U4I.1426.SM.5J2M3	0.000735998	0.317293343	0.017073418	0	0	0	0	0	0	0	0	0	0	0.000400369	0.199708076	0.004327488	0	0	0.047519269	0	0.003722633	0.005054454	0	0.000632959	0	0	1.45E-05	0	0	0	0.005583413	0.313337127	0	0.000427612	0.056003816	0.014987293	0.010795144	0	0.000195207	0.002187902	0	0
GTEX.13VXT.1426.SM.5LU4B	0.023274564	0.169849774	0.013304395	0	0	0	0	0	0	0	0	0	0	0	0.304364952	0.032304243	0	0	0.049484431	0	0	0.003210569	0	0	0	0	3.51E-05	0	0	0	0.039733509	0.222072953	0	0.000359607	0.124497633	0.016637933	0	0	0	0.000870342	0	0
GTEX.13VXU.2726.SM.5LU4N	0.122101	0.335332793	0.000555825	0	0	0	0	0	0	0	0	0	0	0	0.209435122	0.030444849	0	0	0.000257449	0	0.003618231	0	0	0	0	0	0	0	0	0	0	0.213090537	0	0.023660503	0.043103585	0.01259779	0	0	0	6.48E-05	0.005737518	0
GTEX.13W3W.0326.SM.731DS	0.021455793	0.182041187	0	0	0	0	0	0	0	0	0	0	0	0	0.322656463	0.039764759	0	0	0.026617417	0	0.001221449	0.003126071	0	0	0	0	0	0	0	0	0.017146764	0.271876918	0	0.026643405	0.072156741	0.01359819	0	0	0.000443858	0.001250987	0	0
GTEX.13X6K.1626.SM.7EWCX	0.056684864	0.126739047	0.012742567	0	0	0	0	0	0	0	0	0	0	0	0.155605855	0.032522132	0	0	0.009898728	0	0.003108151	0.005611507	0	0	0	0	0	0	0	0	0.031352442	0.461241889	0	0	0.070043123	0.012267547	0.007100679	0	0	0.00057302	0.01450845	0
GTEX.13YAN.1026.SM.5O9CF	0.035461701	0.136790541	0.022160569	0	0	0	0	0	0	0	0	0	0.013880559	0.026595937	0.229551684	0.046254475	0.000314485	0	0.005000555	0	0.008143786	0	0	0	0	0	0	0	0	0	0.006926242	0.391850262	0.000275475	0.045339272	0.011537972	0.009564182	0.00879206	0	0.001215239	0.000345006	0	0
GTEX.144GM.0126.SM.5Q5AX	0.04144123	0.208143892	0	0	0	0	0	0	0	0	0	0	0.010384984	0.000288742	0.269454108	0	0	0	0.007974831	0	0.01223002	0.017691814	0	0.016336324	0	0	0	0.036127844	0.006385863	0	0.001687893	0.141572908	0	0.040092075	0.058768038	0.046199545	0	0	0.007077004	0.000598241	0.077544642	0
GTEX.144GN.0426.SM.5O9AP	0.030483202	0.215604124	0	0	0	0	0	0	0	0	0	0	0	0	0.334803254	0.025366614	0	0	0.001251113	0	0.004201737	0.02258715	0	0	0	0	0	0	0	0	0.071842928	0.141468672	0	0.048877315	0.058949337	0.034233424	4.91E-05	0	0.007880095	0.002401978	0	0
GTEX.144GO.0226.SM.5LUB1	0.011816308	0.089781673	0.019672277	0	0	0	0	0	4.60E-05	0	0	0	0	0	0.177715635	0	0	0	0.001284524	0	0.001258927	0.005494764	0	0	0	0	0	0	0	0	0.002642663	0.42624383	0	0.007379238	0.090171524	0.020692376	0	0	0	0.000172056	0.145628219	0
GTEX.145LS.1226.SM.5Q5D9	0.039855627	0.049184831	0.013205325	0	0	0	0	0	0	0	0	0	0	0.001911029	0.168793356	0.078495779	0	7.04E-05	0.020869021	0	0.00295213	0.002065397	0	0	0	0	0	0	0	0	0.028283208	0.441687439	0	0.005653863	0.106203365	0.02507399	0.00280125	0	0	0.002655986	0.01023803	0
GTEX.145LT.0326.SM.5LUAD	0.041198305	0.195345091	0	0	0	0	0	0	0	0	0	0	0	0.00095859	0.24499298	0.106238439	0	0	0.002103167	0	0.00307044	0.000260351	0	0.000378722	0	0	2.53E-05	0	7.91E-05	0	6.98E-05	0.243398842	0	0.017000898	0.101020992	0.036175401	0	0	0.007336265	0.000158029	0	0.000189253
GTEX.145LU.0526.SM.5O9AT	0.062278129	0.291928477	0.010216783	0	0	0	0	0	0	0	0	0	0	0.001470908	0.225782382	0.053887332	0	0	0	0	0.008293939	0	0	0	0	0	0	0	0	0	0.000312406	0.317347094	0	0.010517216	0.01174666	0.004858461	0	0	0	0.001360212	0	0
GTEX.145ME.0226.SM.5S2QN	0.094928671	0.103531244	0.014785993	0	0	0	0	0	0	0	0	0	0	0.046574956	0.364208906	0	0	0	0.032745601	0	0.004798423	0.003184858	0	0.001129487	0	0	0	0	0	0	0	0.191367174	0	0.012782444	0.103150779	0.014585167	0.003369457	0	0.003912333	0.002809015	0.002135493	0
GTEX.145MF.0726.SM.5Q5BT	0.186969401	0.0920859	0	0	0	0	0	0	0	0	0	0	0	0	0.151485314	0.031295427	0	0.005001113	0.03714559	0	4.85E-05	0.005500171	0	0	0	0	0	0	0	0	0.071597826	0.259378036	0	0.020256177	0.104984289	0.018709851	0.015194467	0	0	0.000347889	0	0
GTEX.145MH.0626.SM.5NQAK	0.08507005	0.305130506	0.000233841	0	0	0	0	0	0	0	0	0	0	0	0.263107904	0.026279187	0	0	0	0	0.008581569	0	0	0	0	0	0	0	0	0	0.075011509	0.173259693	0	0.025801193	0.032116507	0.005408043	0	0	0	0	0	0
GTEX.145MN.0926.SM.5NQBT	0.005037656	0.288413715	0.008901872	0	0	0	0	0	0	0	0	0	0	0	0.313465934	0.048498627	0	0.001306774	0.043136614	0	0.001782068	0.000934457	0	0	0	0	0	0	0	0	0.039791579	0.125997566	0	0.001903803	0.092150474	0.025120025	0.002354697	0	0	0.00120414	0	0
GTEX.145MO.1326.SM.5Q5EF	0.008144074	0.243349908	0.006297949	0	0	0	0	0	9.23E-05	0	0	0	0	0.000548875	0.173054914	0.09447523	0	0	0.003532992	0	0.018006302	0.012265696	0	0	0	0	2.46E-05	0	0	0	0	0.275160309	0	0.108274333	0.037904577	0.017987027	0	0	4.51E-05	0.000835795	0	0
GTEX.146FH.1226.SM.5NQB6	0.048937917	0.283650691	0	0	0	0	0	0	0	0	0	0	0	0	0.287185619	0.030275355	0	0	0	0	0.002581893	0.005995589	0	0	0	0	0	0	0	0	0	0.227517926	0	0.003466213	0.073334842	0.0343531	0.001822026	0	0	0.000878827	0	0
GTEX.146FQ.0926.SM.5LUAV	0.009849299	0.181006672	0	0	0	0	0	0	0	0	0	0	0	0	0.180152827	0.070758315	0	0	0.004503163	0	0.002215328	0.001263755	0	0.0044182	0	0	0	0	0	0	0.033874704	0.353681748	0	0.040829394	0.088591965	0.025888921	0	0	0.00296571	0	0	0
GTEX.1477Z.0626.SM.5NQB7	0.08333973	0.145899556	0.002940091	0	0	0	0	0	0	0	0	0	0	0.017146367	0.259416166	0.103086896	0	0	0	0	0.004487603	0.00021271	0	0.000853504	0	0	0	0	0	0	0.005562181	0.253698248	0.00031577	0.008085026	0.079404602	0.034989353	0	0	0.000162101	0.000400093	0	0
GTEX.147F3.0726.SM.5NQ9U	0.026166272	0.284648102	0.005425627	0	0	0	0	0	1.02E-05	0	0	0	0.000536298	0.001595953	0.355698382	0.008471169	0	0	0.011809167	0	0.002855905	0.007046469	0	0.000433502	0	0	0	0	0	0	0.003003201	0.130894992	0	0.007802927	0.118611793	0.027927183	0.004875856	0	0.001694546	0.000492446	0	0
GTEX.147F4.0926.SM.5Q5EO	0.033385382	0.221153572	0.00839796	0	0	0	0	0	0	0	0	0	0	0	0.056649981	0.092536656	0	0	0	0	0.00522279	0	0	0	0	0	0	0	0	0	0	0.436011381	0	0.039581516	0.033181267	0.011053879	0	0	0	7.12E-05	0.062754409	0
GTEX.147GR.1226.SM.5TDCL	0.099746994	0.129348134	0.066233045	0	0	0	0	0	0	0	0	0	0	0.001214866	0.222923222	0.019897316	0	0	0.026868213	0	0.000683356	0.006013959	0	0.000369794	0	0	0	0	0	0	0.000148943	0.267651841	0	0.042573723	0.053249887	0.002020703	0.061056005	0	0	0	0	0
GTEX.147JS.1226.SM.5RQK4	0.05089714	0.185886194	0.002326415	0	0	0	0	0	0	0	0	0	0	0	0.298516268	0.057958556	0	0	0.000754911	0	0.008169433	0.018883317	0	0	0	0	0	0	0	0	0	0.26816025	0	0.024661539	0.043253054	0.029306046	0.010152244	0	0	0.001074634	0	0
GTEX.148VI.0226.SM.5RQKA	0.052514308	0.294894741	0.000267995	0	0	0	0	0	0	0	0	0	0	0	0.278652793	0.123283771	0	0.000425742	0.006378065	0	0.001243503	0.007640366	0	0	0	0	0	0	0	0	0.008138514	0.151972793	0	0	0.04766811	0.025643836	0.001260582	0	0	1.49E-05	0	0
GTEX.148VJ.0826.SM.5LU8V	0.01816575	0.348001095	0.034514056	0	0	0	0	0	0	0	0	0	0.007082238	0.00537142	0.18662695	0.017205622	0	0	0.000427061	0	0.003916466	0	0	0	0	0	0	0.000269683	0	0	0	0.304124433	0	0.006778857	0.015895507	0.017226567	0.002830018	0	2.31E-05	0.000454772	0.031086366	0
GTEX.1497J.0326.SM.5Q5CN	0.040757669	0.173871747	0	0	0	0	0	0	0	0	0	0	0	0	0.288902739	0.126122102	0	0	0.001536154	0	0.000434629	0.001000502	0	0	0	0	0	0	0	0	0.02839131	0.237913273	0	0	0.065612482	0.035457393	0	0	0	0	0	0
GTEX.14A6H.0526.SM.5NQAZ	0.029740677	0.181910525	0	0	0	0	0	0	0	0	0	0	0	0.020591214	0.256669539	0.012294925	0	0	0.017064618	0	0.003975078	0.009874604	0	0.003443779	0	0	0	0	0	0	0.009051624	0.36863866	0	0.015483858	0.034618751	0.020466507	0.011318017	0	0.004702863	0.000154761	0	0
GTEX.14ABY.1126.SM.5Q5F8	0.065676468	0.248786783	0.007662277	0	0	0	0	0	2.65E-05	0	0	0	0	0	0.297035612	0.0491808	0	0	0	0	0.005567621	0.006873366	0	0.003049554	0	0	8.24E-05	0.000275927	0	0	0.012298487	0.144734772	0	0.000119879	0.116784396	0.039045231	0.002781789	0	0	1.82E-05	0	0
GTEX.14AS3.0926.SM.5TDD6	0.000198007	0.326902529	0.00977271	0	0	0	0	0	0	0	0	0	0	0	0.160522906	0.077267609	0	0	0.017192937	0	0.002131946	0.000828191	0	0	0	0	0	0	0	0	0.020594251	0.292358961	0	0	0.062464329	0.024876193	0.004202873	0	0.000110452	0.000576106	0	0
GTEX.14BIL.1226.SM.79OME	0.021045246	0.366705895	0	0	0	0	0	0	0	0	0	0	0	0	0.304678629	0.016308326	0	0	0	0	0.004325401	7.69E-05	0	0.000320034	0	0	4.99E-05	0	0.000198678	0	6.62E-05	0.162388998	0	0.000355119	0.096692559	0.026751331	0	0	0	3.67E-05	0	0
GTEX.14BMU.0526.SM.73KW4	0.044307352	0.162780793	0	0	0	0	0	0	0	0	0	0	0	0.001635719	0.435828054	0.025858386	0	0	0.007019791	0	0.003931177	0.010660715	0	0.000174117	0	0	3.72E-05	0	0.000234294	0	0.005031017	0.130251692	0	0.010657488	0.124989914	0.032375748	0	0	0.003327094	0.000899439	0	0
GTEX.14BMV.0826.SM.73KXU	0.081381956	0.224114799	0.008885503	0	0	0	0	0	0	0	0	0	0	0	0.097115647	0.056618406	0	0	0.013813241	0	0.005921123	0.000934678	0	0	0	0	0	0	0	0	0	0.355184472	0	0.051420871	0.07406428	0.010226881	0.010292858	0	0	0	0.010025285	0
GTEX.14C39.0326.SM.5TDDX	0.008140062	0.001969927	0	0	0	0	0	0	0	0	0	0	0.023691784	0.000776126	0.283887057	0.168986948	0	0.005027888	0	0	0.011806936	0	0	0	0	0	0	0	0	0	0.053703807	0.047377378	0	0.201493962	0.067160738	0.038337708	0	0	0.0071841	0.001177412	0.079278167	0
GTEX.14C5O.1126.SM.5TDEH	0.005238553	0.257949098	0.003889659	0	0	0	0	0	0	0	0	0	0	0.010695606	0.227290136	0.109977086	0	0	0	0	0.000243476	0	0	0	0	0	0	0	0	0	0.000454843	0.29026469	0	0.009762278	0.068080814	0.014427987	0	0	0.001415654	0.000310119	0	0
GTEX.14DAQ.0926.SM.793AZ	0.100536629	0.24180472	0.004501193	0	0	0	0	0	0	0	0	0	0	0	0.231464673	0.035675448	0	0	0.049546081	0	0.000293267	0.003398289	0	0	0	0	0	0	0	0	0.012362529	0.142288656	0	0	0.164551147	0.012932534	9.09E-06	0	0	0.00063574	0	0
GTEX.14DAR.0226.SM.5S2PR	0.082687626	0.116602318	0	0	0	0	0	0	0	0	0	0	0	0.001818008	0.339358175	0.000608565	0	0	0.105787699	0	0.003647317	0.018224266	0	0	0	0	0	0	0	0	0.001808665	0.091623668	0	0.012529018	0.184066079	0.033713922	0.007413397	0	0	0.000111277	0	0
GTEX.14E1K.0226.SM.62LDT	0.002139385	0.275767275	0	0	0	0	0	0	0	0	0	0	0	0	0.213623229	0.026598039	0	0	0.094396205	0	0	0.011998825	0	0	0	0	0	0	0	0	0	0.237848178	0	0	0.114516681	0.00884724	0.014264943	0	0	0	0	0
GTEX.14E6C.1426.SM.5ZZWH	0	0.23219088	0.006933824	0	0	0	0	0	0	0	0	0	0	0.085771162	0.209434169	0.031840264	0	0	0	0	0.010291993	0	0	0	0	0	0	0	0	0	0.005561262	0.364047869	0.000171875	0.000772362	0.034550848	0.000542386	0	0	0.005950295	3.78E-05	0.000192373	0.011710678
GTEX.14E6D.1026.SM.5S2RS	0.06954311	0.18689287	0	0	0	0	0	0	0	0	0	0	0	0	0.212098703	0.094682102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060750948	0.346580536	0	0	0.00650505	0.022209781	0	0	0	0.0007369	0	0
GTEX.14E6E.0426.SM.73KUE	0.021290628	0.194447648	0.000486232	0	0	0	0	0	0	0	0	0	0	0.001614569	0.301844711	0.042956987	0	0	0.043234217	0	0.004194601	0.018652506	0	0.000250872	0	0	4.70E-05	0	0	0	0.01956783	0.177233057	0	0.000660091	0.125008892	0.033592063	0.013696783	0	0.000195695	0.00102557	0	0
GTEX.14E7W.1326.SM.5RQIV	0.041810302	0.350854987	0.001180136	0	0	0	0	0	0	0	0	0	0	0	0.143699697	0.020318301	0	0	0.002987187	0	0.00118074	0	0	0	0	0	0	0	0	0	0	0.312780897	0	0	0.066641828	0.009167463	0.006987661	0	0	0.000722244	0.04166856	0
GTEX.14JG1.0926.SM.5YY8W	0.077408917	0.263475555	0	0	0	0	0	0	0	0	0	0	0	0	0.152566928	0.058719704	0	0	0.00065894	0	0.004095135	0.006337325	0	0	0	0	0	0	0	0	0	0.313740888	0	0.012985214	0.083148058	0.011841974	0.014210405	0	0	0.000810957	0	0
GTEX.14JG6.0326.SM.6AJBT	0.007817866	0.169035	0.011152846	0	0	0	0	0	0	0	0	0	0	0	0.277546933	0.042293323	0.005068932	7.79E-05	0.040656623	0	0.001400172	0.007543987	0	0	0	0	0	0	0	0	0.043174018	0.184722497	0	0	0.156205129	0.028534555	0.022034072	0	0.002734492	1.61E-06	0	0
GTEX.14JIY.1326.SM.6AJB3	0.056278583	0.162519731	0.005213999	0	0	0	0	0	0	0	0	0	0.000372199	0	0.181451419	0.129441532	0	0	0	0	0.005468213	0	0	0	0	0	0	0	0	0	0	0.313057807	0	0.071538493	0.01505766	0.017382677	0	0	0	0	0.042217687	0
GTEX.14LLW.0726.SM.5ZZVV	0.04035444	0.372906602	0	0	0	0	0	0	0	0	0	0	0	0	0.258733365	0.061877551	0	0	0	0	0.004033904	0	0	0	0	0	0	0	0	0	0.00475588	0.230750398	0	0	0.02658786	0	0	0	0	0	0	0
GTEX.14LZ3.0726.SM.5YYAB	0.076866142	0.232268357	0.004484719	0	0	0	0	0	0	0	0	0	0	0.036003837	0.343242617	0.012810143	0	0	0	0	0.012950608	0.000456146	0	0	0	0	0	0	0	0	0	0.168309921	0.010707394	0.013461517	0.064547027	0.023071793	0.000252865	0	0.000371532	0.000195382	0	0
GTEX.14PHY.0526.SM.664NM	0.009861273	0.249526494	0.00589371	0	0	0	0	0	0	0	0	0	0	0	0.231911158	0	0	0	0.014208563	0	0.00577101	0.010735081	0	0	0	0	0	0	0	0	0.004691164	0.296131426	0	0.064174165	0.081971683	0.018192747	0.001737458	0	0.000871791	0.004322277	0	0
